#-------------- Creating on pcbutt163 @ 2019-02-05 01:38:01.579721
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 01:38:01.579982
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
33.0 +1.076666E-08 +5.339092E-09
32.0 +1.080856E-08 +5.967870E-09
31.0 +1.126947E-08 +5.339095E-09
30.0 +1.252646E-08 +4.794150E-09
29.0 +9.886779E-09 +4.626488E-09
28.0 +1.089236E-08 +5.632518E-09
27.0 +1.047337E-08 +5.129503E-09
26.0 +1.080858E-08 +5.297172E-09
25.0 +1.038956E-08 +4.039620E-09
24.0 +1.089236E-08 +4.752250E-09
23.0 +9.719164E-09 +4.416889E-09
22.0 +1.030577E-08 +4.207303E-09
21.0 +1.139516E-08 +4.668397E-09
20.0 +9.970552E-09 +4.081548E-09
19.0 +1.005436E-08 +5.087592E-09
18.0 +8.545964E-09 +5.003749E-09
17.0 +3.320290E-07 +4.752241E-09
16.0 +9.928671E-09 +5.632530E-09
15.0 +1.114376E-08 +5.548694E-09
14.0 +1.089237E-08 +8.944081E-09
13.0 +1.013817E-08 +4.458807E-09
12.0 +1.059907E-08 +6.303224E-09
11.0 +9.928671E-09 +5.381013E-09
10.0 +1.089236E-08 +4.542647E-09
9.0 +1.030577E-08 +4.961836E-09
8.0 +9.802974E-09 +4.584570E-09
7.0 +1.009627E-08 +4.123462E-09
6.0 +9.677265E-09 +4.165384E-09
5.0 +1.076668E-08 +4.039627E-09
4.0 +1.118566E-08 +4.458820E-09
3.0 +1.064097E-08 +4.123462E-09
2.0 +1.198176E-08 +4.165363E-09
1.0 +1.047336E-08 +4.207294E-09
0.0 +1.126947E-08 +4.500730E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb394b5cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb393d80c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 16448 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 01:38:17.330042 created by:/home/mar345/ele/ele/bin/K2400.pyc
