#-------------- Creating on pcbutt163 @ 2019-02-05 06:39:14.897744
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 06:39:14.897964
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
27.0 +9.719173E-09 +5.003758E-09
26.0 +1.080858E-08 +3.913873E-09
25.0 +1.018007E-08 +6.596649E-09
24.0 +1.281979E-08 +4.626486E-09
23.0 +1.001247E-08 +4.794157E-09
22.0 +1.068287E-08 +4.584565E-09
21.0 +1.064098E-08 +5.003750E-09
20.0 +9.635368E-09 +3.913866E-09
19.0 +1.001248E-08 +4.836080E-09
18.0 +1.043148E-08 +3.871951E-09
17.0 +1.047338E-08 +5.422944E-09
16.0 +1.026388E-08 +4.794162E-09
15.0 +1.026388E-08 +6.345146E-09
14.0 +1.059908E-08 +4.416895E-09
13.0 +1.089238E-08 -5.014755E-09
12.0 +1.093426E-08 +4.794151E-09
11.0 +9.551579E-09 +3.620442E-09
10.0 +9.802966E-09 +4.877994E-09
9.0 +7.707992E-09 +4.668409E-09
8.0 +1.047337E-08 +3.997712E-09
7.0 +1.043148E-08 +3.830038E-09
6.0 +1.059907E-08 +3.704265E-09
5.0 +1.064098E-08 +4.500733E-09
4.0 +1.085048E-08 +4.374976E-09
3.0 +1.043147E-08 +3.452779E-09
2.0 +1.068286E-08 +3.536595E-09
1.0 +1.043148E-08 +4.374971E-09
0.0 +9.509696E-09 +3.243175E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb388c5cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb387e80c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 06:39:30.667448 created by:/home/mar345/ele/ele/bin/K2400.pyc
