#-------------- Creating on pcbutt163 @ 2019-02-05 05:56:58.972335
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 05:56:58.972561
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
34.0 +1.085048E-08 +6.135539E-09
35.0 +1.231698E-08 +6.848158E-09
36.0 +1.319686E-08 +9.992034E-09
37.0 +1.437008E-08 +6.722402E-09
38.0 +1.554326E-08 +6.680483E-09
39.0 +1.893716E-08 +6.219381E-09
40.0 +2.195395E-08 +7.560766E-09
41.0 +2.702384E-08 +6.596640E-09
42.0 +3.364403E-08 +6.596648E-09
43.0 +4.478844E-08 +7.518846E-09
44.0 +5.547197E-08 +6.764313E-09
45.0 +7.315219E-08 +7.896118E-09
46.0 +1.028985E-07 +6.554726E-09
47.0 -2.025879E-07 +6.764324E-09
48.0 +1.620560E-07 +6.890077E-09
49.0 +2.129181E-07 +6.345125E-09
50.0 +2.784438E-07 +6.806226E-09
50.0 +2.372179E-07 +6.680480E-09
49.0 +1.412336E-07 +5.339098E-09
48.0 +8.471554E-08 +5.381018E-09
47.0 +5.354475E-08 +5.087575E-09
46.0 +3.557125E-08 +5.758284E-09
45.0 +2.275005E-08 +5.590609E-09
44.0 +1.805726E-08 +4.542645E-09
43.0 +1.487287E-08 +3.871956E-09
42.0 +1.294546E-08 +4.919907E-09
41.0 +1.223317E-08 +4.542648E-09
40.0 +1.026388E-08 +7.644605E-09
39.0 +1.009628E-08 +6.387063E-09
38.0 +9.761063E-09 +5.548691E-09
37.0 +9.551574E-09 +5.464852E-09
36.0 +1.076666E-08 +4.584567E-09
35.0 +9.300175E-09 +4.752239E-09
34.0 +3.334117E-07 +4.668403E-09
33.0 +9.886781E-09 +5.129515E-09
32.0 +1.018008E-08 +4.458808E-09
31.0 +9.677274E-09 +4.542636E-09
30.0 +1.013818E-08 +5.213333E-09
29.0 +1.483097E-08 +4.291138E-09
28.0 +1.043147E-08 +3.955788E-09
27.0 +1.135326E-08 +3.746186E-09
26.0 +1.105997E-08 +7.015828E-09
25.0 +1.064097E-08 +7.435021E-09
24.0 +1.164657E-08 +4.123450E-09
23.0 +1.076666E-08 +5.003756E-09
22.0 +1.089237E-08 +5.003747E-09
21.0 +1.026387E-08 +5.003748E-09
20.0 +1.101807E-08 +4.752236E-09
19.0 +9.928689E-09 +4.458807E-09
18.0 +1.030578E-08 +4.710324E-09
17.0 +9.761095E-09 +5.548696E-09
16.0 +1.110187E-08 +4.710318E-09
15.0 +9.719177E-09 +4.584570E-09
14.0 +1.093427E-08 +4.542652E-09
13.0 +1.055719E-08 +3.913865E-09
12.0 +1.114379E-08 +4.877992E-09
11.0 +1.160466E-08 +3.620434E-09
10.0 +1.097616E-08 +3.788112E-09
9.0 +1.051527E-08 +4.416886E-09
8.0 +9.635350E-09 +4.668397E-09
7.0 +9.677271E-09 +4.374971E-09
6.0 +1.018007E-08 +4.039629E-09
5.0 +9.928678E-09 +4.249223E-09
4.0 +1.068288E-08 +3.578521E-09
3.0 +1.043149E-08 +4.081554E-09
2.0 +1.051528E-08 +3.955782E-09
1.0 +1.034767E-08 +4.584563E-09
0.0 +1.122756E-08 +3.033577E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb39105cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb390280c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 05:57:14.757519 created by:/home/mar345/ele/ele/bin/K2400.pyc
