#-------------- Creating on pcbutt163 @ 2019-02-05 02:36:10.052470
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 02:36:10.052705
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
16.0 +1.013819E-08 +4.416883E-09
15.0 +1.009625E-08 +4.333051E-09
14.0 +1.085047E-08 +4.877994E-09
13.0 +9.593469E-09 +5.045668E-09
12.0 +1.043149E-08 +3.997694E-09
11.0 +9.970567E-09 +4.794165E-09
10.0 +1.089236E-08 +4.374976E-09
9.0 +1.059908E-08 +3.788098E-09
8.0 +1.005437E-08 +4.752230E-09
7.0 +1.022199E-08 +3.201246E-09
6.0 +5.277787E-09 +4.207291E-09
5.0 +1.038959E-08 +4.668403E-09
4.0 +1.055718E-08 +3.536592E-09
3.0 +1.030577E-08 +4.081533E-09
2.0 +9.886776E-09 +3.871937E-09
1.0 +9.970563E-09 +3.746187E-09
0.0 +1.051527E-08 +3.997705E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb38ce5cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb38c080c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 02:36:25.821685 created by:/home/mar345/ele/ele/bin/K2400.pyc
