#-------------- Creating on pcbutt163 @ 2019-02-05 03:07:51.919352
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 03:07:51.919571
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
50.0 +4.324127E-07 +9.195594E-09
50.0 +3.687303E-07 +7.351176E-09
49.0 +2.432929E-07 +6.009786E-09
48.0 +1.527551E-07 +5.255254E-09
47.0 +9.506396E-08 +6.261295E-09
46.0 +5.827902E-08 +5.171414E-09
45.0 +4.361533E-08 +4.961824E-09
44.0 +2.970544E-08 +5.129503E-09
43.0 +2.157685E-08 +4.249210E-09
42.0 -1.382859E-08 +4.416877E-09
41.0 +1.332257E-08 +5.632518E-09
40.0 +1.256837E-08 +5.171430E-09
39.0 +1.022195E-08 +5.632531E-09
38.0 +1.152088E-08 +5.590610E-09
37.0 +1.085046E-08 +4.458804E-09
36.0 +1.034769E-08 +6.051709E-09
35.0 +1.059905E-08 +5.255248E-09
34.0 +1.118567E-08 +5.339089E-09
33.0 +1.030577E-08 +4.416877E-09
32.0 +1.256836E-08 +5.087589E-09
31.0 +1.110186E-08 +4.919914E-09
30.0 +1.156276E-08 +4.626486E-09
29.0 +1.059907E-08 +5.171419E-09
28.0 +1.034767E-08 +4.794157E-09
27.0 +1.030577E-08 +4.919910E-09
26.0 +9.928684E-09 +7.896118E-09
25.0 +9.132563E-09 +4.542650E-09
24.0 +1.047338E-08 +5.213345E-09
23.0 +1.047338E-08 +4.961830E-09
22.0 +1.080858E-08 +4.710320E-09
21.0 +1.089237E-08 +4.249207E-09
20.0 +9.551567E-09 +5.506774E-09
19.0 +9.802976E-09 +4.584559E-09
18.0 +9.719171E-09 +4.374960E-09
17.0 +1.055717E-08 +4.794162E-09
16.0 +1.131137E-08 +3.997694E-09
15.0 +1.139516E-08 +4.919907E-09
14.0 +1.026388E-08 +4.207292E-09
13.0 +2.847599E-09 +4.710312E-09
12.0 +1.114377E-08 +5.003736E-09
11.0 +9.970579E-09 +7.602702E-09
10.0 +9.761067E-09 +4.542650E-09
9.0 +1.139517E-08 +4.500721E-09
8.0 +1.038957E-08 +3.830030E-09
7.0 +1.089238E-08 +4.500728E-09
6.0 +1.038957E-08 +4.500736E-09
5.0 +1.034768E-08 +4.249215E-09
4.0 +1.114377E-08 +4.584566E-09
3.0 +1.072478E-08 +4.416894E-09
2.0 +1.026385E-08 +4.165373E-09
1.0 +9.802955E-09 +4.752239E-09
0.0 +1.118567E-08 +2.949737E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb39655cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb395780c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 03:08:07.688602 created by:/home/mar345/ele/ele/bin/K2400.pyc
