#-------------- Creating on pcbutt163 @ 2019-02-04 21:34:54.980674
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-04 21:34:54.980905
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
35.0 +1.009628E-08 +3.997696E-09
34.0 +1.118567E-08 +5.339079E-09
33.0 +1.080858E-08 +4.500724E-09
32.0 +1.378347E-08 +4.207281E-09
31.0 +9.970581E-09 +5.339081E-09
30.0 +1.047338E-08 +5.339087E-09
29.0 +1.131138E-08 +5.339079E-09
28.0 +1.089237E-08 +4.794143E-09
27.0 +1.068287E-08 +5.674419E-09
26.0 +1.009628E-08 +4.836059E-09
25.0 +1.135327E-08 +6.848137E-09
24.0 +1.026387E-08 +5.674431E-09
23.0 +1.193986E-08 +4.249197E-09
22.0 +1.047338E-08 +5.087571E-09
21.0 +1.177227E-08 +5.422924E-09
20.0 +3.339980E-07 +5.506767E-09
19.0 +9.886776E-09 +5.003742E-09
18.0 +1.068287E-08 +4.752219E-09
17.0 +1.177228E-08 +6.177443E-09
16.0 +1.080857E-08 +6.428963E-09
15.0 +1.043148E-08 +5.129501E-09
14.0 +1.193987E-08 +4.333045E-09
13.0 +1.038958E-08 +4.752232E-09
12.0 +1.047338E-08 +4.919904E-09
11.0 +1.214937E-08 +4.584566E-09
10.0 +1.110187E-08 +4.877982E-09
9.0 +1.072478E-08 +5.003736E-09
8.0 +1.147898E-08 +5.045654E-09
7.0 +1.189798E-08 +3.913859E-09
6.0 +1.085049E-08 +4.123448E-09
5.0 +1.131137E-08 +4.249204E-09
4.0 +1.210748E-08 +4.542644E-09
3.0 +1.068289E-08 +3.788102E-09
2.0 +1.009628E-08 +4.123448E-09
1.0 +1.126947E-08 +4.081524E-09
0.0 +1.114377E-08 +4.123442E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb393f5cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb393180c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 16448 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-04 21:35:12.265487 created by:/home/mar345/ele/ele/bin/K2400.pyc
