#-------------- Creating on pcbutt163 @ 2019-02-05 06:18:06.905739
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 06:18:06.905963
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
47.0 +1.123252E-07 +7.267337E-09
48.0 +1.551850E-07 +7.057752E-09
49.0 +2.010615E-07 +6.973911E-09
50.0 +2.650371E-07 +7.770366E-09
50.0 +2.282520E-07 +6.680481E-09
49.0 +1.345302E-07 +6.051704E-09
48.0 +7.813786E-08 +5.129509E-09
47.0 +4.985788E-08 +5.381015E-09
46.0 +3.104623E-08 +5.800204E-09
45.0 +2.157685E-08 +5.129509E-09
44.0 +1.684216E-08 +5.339092E-09
43.0 +1.386725E-08 +4.374973E-09
42.0 +1.110186E-08 +5.339097E-09
41.0 +1.080857E-08 +3.997703E-09
40.0 +1.013819E-08 +4.416889E-09
39.0 +9.761068E-09 +4.291129E-09
38.0 +1.034768E-08 +5.339092E-09
37.0 +1.210747E-08 +6.009795E-09
36.0 +9.635379E-09 +4.794153E-09
35.0 +1.005439E-08 +7.225416E-09
34.0 +1.022196E-08 +3.913862E-09
33.0 +1.047336E-08 +5.381015E-09
32.0 +9.425868E-09 +7.099668E-09
31.0 +1.034768E-08 +5.129499E-09
30.0 +1.001247E-08 +4.877994E-09
29.0 +1.089236E-08 +4.207281E-09
28.0 +1.043147E-08 +5.003750E-09
27.0 +1.177227E-08 +4.919912E-09
26.0 +1.068287E-08 +4.836077E-09
25.0 +1.051527E-08 +3.368931E-09
24.0 +9.551567E-09 +3.704270E-09
23.0 +9.383960E-09 +4.500726E-09
22.0 +3.326159E-07 +5.045662E-09
21.0 +1.018008E-08 +5.716366E-09
20.0 +1.009627E-08 +4.500715E-09
19.0 +1.026385E-08 +3.746185E-09
18.0 +9.970567E-09 +4.710318E-09
17.0 +1.026387E-08 +5.800205E-09
16.0 +1.114377E-08 +4.081536E-09
15.0 +1.022197E-08 +3.662350E-09
14.0 +1.030576E-08 +3.830033E-09
13.0 +1.055717E-08 +4.249223E-09
12.0 +9.677269E-09 +4.626485E-09
11.0 +9.006872E-09 +5.045666E-09
10.0 +9.970570E-09 +4.333049E-09
9.0 +1.018007E-08 +4.626480E-09
8.0 +1.026387E-08 +4.794160E-09
7.0 +3.310238E-07 +3.285093E-09
6.0 +9.761079E-09 +4.374969E-09
5.0 +1.080857E-08 +4.668397E-09
4.0 +1.072476E-08 +3.368935E-09
3.0 +1.038956E-08 +3.452769E-09
2.0 +1.110186E-08 +4.207295E-09
1.0 +9.509684E-09 +4.165376E-09
0.0 +1.072477E-08 +3.913870E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb395a5cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb394c80c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 16448 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 06:18:22.674889 created by:/home/mar345/ele/ele/bin/K2400.pyc
