#-------------- Creating on pcbutt163 @ 2019-02-05 01:48:35.543703
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 01:48:35.543936
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
35.0 +1.269407E-08 +6.135547E-09
36.0 +1.420246E-08 +9.698612E-09
37.0 +1.730304E-08 +1.032739E-08
38.0 -3.037762E-07 +7.476932E-09
39.0 +2.442605E-08 +7.183516E-09
40.0 +3.016633E-08 +7.770372E-09
41.0 +3.699573E-08 +8.105715E-09
42.0 +4.788876E-08 +7.099670E-09
43.0 +5.903315E-08 +7.686531E-09
44.0 +7.843114E-08 +6.764322E-09
45.0 +1.034851E-07 +6.680480E-09
46.0 +1.415268E-07 +7.393083E-09
47.0 +1.953636E-07 +7.351178E-09
48.0 +2.540603E-07 +7.309261E-09
49.0 +3.526841E-07 +8.021864E-09
50.0 +4.871712E-07 +9.405188E-09
50.0 +4.238237E-07 +7.560776E-09
49.0 +2.631099E-07 +5.674437E-09
48.0 +1.536350E-07 +3.830029E-09
47.0 +9.074864E-08 +5.129501E-09
46.0 +2.233104E-08 +4.668403E-09
45.0 +3.614823E-07 +4.626477E-09
44.0 +2.409084E-08 +4.961841E-09
43.0 +1.793156E-08 +5.045668E-09
42.0 +1.365776E-08 +5.339101E-09
41.0 +1.256836E-08 +5.884036E-09
40.0 +1.147897E-08 +5.003757E-09
39.0 +1.072476E-08 +4.626472E-09
38.0 +1.097617E-08 +6.638572E-09
37.0 +1.152086E-08 +5.255256E-09
36.0 +1.034768E-08 +7.351184E-09
35.0 +1.093426E-08 +5.255263E-09
34.0 +1.018007E-08 +5.255259E-09
33.0 +1.131137E-08 +5.213344E-09
32.0 +9.886753E-09 +4.961833E-09
31.0 +1.152086E-08 +4.584566E-09
30.0 +1.009625E-08 +4.877995E-09
29.0 +3.392273E-09 +4.752239E-09
28.0 +9.761056E-09 +4.710317E-09
27.0 +1.093426E-08 +3.997707E-09
26.0 +1.126948E-08 +5.548691E-09
25.0 +1.126947E-08 +7.309255E-09
24.0 +1.072478E-08 +5.255258E-09
23.0 +9.635377E-09 +5.548698E-09
22.0 +1.034765E-08 +4.500738E-09
21.0 +1.173036E-08 +3.871944E-09
20.0 +9.928671E-09 +5.758281E-09
19.0 +9.970568E-09 +4.877987E-09
18.0 +1.043148E-08 +4.458810E-09
17.0 +1.097615E-08 +4.626485E-09
16.0 +1.059906E-08 +4.752239E-09
15.0 +1.018007E-08 +4.836072E-09
14.0 +1.026387E-08 +4.207295E-09
13.0 +1.105995E-08 +4.500728E-09
12.0 +1.131134E-08 +4.249214E-09
11.0 +1.147895E-08 +2.069460E-09
10.0 +9.635354E-09 +4.249219E-09
9.0 +9.719153E-09 +4.333051E-09
8.0 +1.072477E-08 +5.129507E-09
7.0 +1.189795E-08 +3.285084E-09
6.0 +9.425850E-09 +4.333048E-09
5.0 +1.072477E-08 +3.788117E-09
4.0 +1.160467E-08 +3.830036E-09
3.0 +1.110187E-08 +3.704284E-09
2.0 +1.064096E-08 +3.536598E-09
1.0 +1.085045E-08 +4.416889E-09
0.0 +1.076666E-08 +4.291133E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb392f5cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb392180c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 16448 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 01:48:51.293890 created by:/home/mar345/ele/ele/bin/K2400.pyc
