#-------------- Creating on pcbutt163 @ 2019-02-05 07:10:58.334567
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 07:10:58.334829
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
39.0 +4.441136E-08 +4.165376E-09
38.0 +1.043148E-08 +5.381017E-09
37.0 +1.105997E-08 +4.752233E-09
36.0 +9.719173E-09 +5.422931E-09
35.0 +9.802971E-09 +5.255254E-09
34.0 +1.034767E-08 +7.938038E-09
33.0 +9.970563E-09 +3.913867E-09
32.0 +9.677262E-09 +8.021866E-09
31.0 +9.425884E-09 +5.045668E-09
30.0 +1.072477E-08 +4.626472E-09
29.0 +1.080859E-08 +8.273386E-09
28.0 +1.051527E-08 +3.830032E-09
27.0 +9.928664E-09 +4.165377E-09
26.0 +1.093427E-08 +7.896117E-09
25.0 +1.001247E-08 +4.584559E-09
24.0 +1.047337E-08 +4.919912E-09
23.0 +9.216361E-09 +4.039609E-09
22.0 +1.097617E-08 +5.087577E-09
21.0 +1.080858E-08 +5.297180E-09
20.0 +1.030577E-08 +3.788120E-09
19.0 +1.089238E-08 +8.315299E-09
18.0 +1.105996E-08 +4.374971E-09
17.0 +9.383983E-09 +5.255265E-09
16.0 +1.093426E-08 +4.374968E-09
15.0 +1.080858E-08 +5.087581E-09
14.0 +1.055718E-08 +4.333045E-09
13.0 +1.047337E-08 +4.919904E-09
12.0 +1.018007E-08 +4.458815E-09
11.0 +1.013817E-08 +4.961834E-09
10.0 +1.018007E-08 +4.500730E-09
9.0 +1.051527E-08 +4.542641E-09
8.0 +1.072477E-08 +4.877998E-09
7.0 +1.080858E-08 +4.207297E-09
6.0 +1.043147E-08 +4.710316E-09
5.0 +1.114378E-08 +3.327008E-09
4.0 +1.152087E-08 +3.830023E-09
3.0 +1.055717E-08 +4.668407E-09
2.0 +1.105998E-08 +3.955780E-09
1.0 +6.618581E-09 +3.452763E-09
0.0 +9.425872E-09 +4.081527E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb38fc5cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb38ee80c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 16448 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 07:11:14.139076 created by:/home/mar345/ele/ele/bin/K2400.pyc
